session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	lines	l1	l2	l3	l4	score	level	eps
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	49649	G1_26	1	search	26	1	146.551690649	-81.4156897002	21.1345363239	123.457341321	-10.9497812938	-101.333519763	1.0	-0.555542480198	0.144212163165	0.842414992108	-0.0747161717841	-0.691452410508							1	1	0	0	0	40	0	34
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	65084	G1_27	1	search	27	1	95.5707232601	-65.7589959429	-138.801590823	130.104944549	54.4451207393	20.3480774331	0.688541987835	-0.47376255238	-1.0	0.937344765122	0.392251417411	0.146598301305							1	1	0	0	0	40	0	35
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	855	G1_28	1	search	28	1	-83.7783760306	-21.6102401807	45.4028646003	32.8005823669	65.0463988876	-69.9982171236	-1.0	-0.257945321986	0.541940137199	0.391516091872	0.776410357534	-0.83551651918							0	0	0	0	0	0	0	26
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	48989	G1_29	1	search	29	1	18.9160288575	-69.1876603669	-115.693613178	-65.2948468955	29.971038322	188.317311966	0.10044763628	-0.367399362515	-0.61435463352	-0.346727797959	0.159151795494	1.0							0	0	0	0	0	0	0	34
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	83445	G1_30	1	search	30	1	-46.342122001	-37.8708881119	113.363506028	269.549913844	20.6437988016	-113.665707542	-0.171924083893	-0.140496754652	0.420565914531	1.0	0.0765861821551	-0.421687048312							0	0	0	0	0	0	0	28
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	92517	G1_31	1	search	31	1	29.8761665832	-18.9856782498	45.5971923529	32.2106673634	-5.84619125201	102.705317827	0.290892109729	-0.184855844385	0.443961357772	0.313622196444	-0.0569219917302	1.0							0	0	0	0	0	0	0	32
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	3202	G1_32	1	search	32	1	8.5578374389	36.5429659064	-29.6026141309	60.8799799616	-45.3697522743	110.809114362	0.0772304470454	0.329783033794	-0.267149632061	0.549413108407	-0.409440618088	1.0							0	0	0	0	0	0	0	35
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	23722	G1_33	1	search	33	1	-233.011881466	11.5044604109	38.5767526305	-205.18799851	111.215429092	7.06900271357	-1.0	0.0493728488801	0.165557019616	-0.880590282432	0.477295099258	0.0303375204265							0	0	0	0	0	0	0	37
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	44445	G1_34	1	search	34	1	16.5068407401	-58.6347267934	61.8222605664	-205.259890274	-40.8200856644	84.2584087516	0.0804192222752	-0.285660908788	0.30119016669	-1.0	-0.198870249857	0.410496218423							0	0	0	0	0	0	0	28
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	60087	G1_35	1	search	35	1	240.394048181	29.6986878159	106.220709486	-11.7362142943	102.237916871	-64.5470545406	1.0	0.123541693485	0.441860812652	-0.0488207357176	0.4252930455	-0.268505210629							0	0	0	0	0	0	0	25
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	6066	G1_36	1	search	36	1	71.5460074905	5.85003572398	52.6477113925	-16.9612933335	-39.1974946516	-47.1085344299	1.0	0.0817660681452	0.73585813156	-0.237068341454	-0.547864178959	-0.658436942636							0	0	0	0	0	0	0	33
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	23640	G1_37	1	search	37	1	36.0858198103	-108.029997712	-200.475710718	-131.935068669	117.464924825	-249.549113155	0.14460407955	-0.432900747858	-0.803351725773	-0.528693798993	0.470708644643	-1.0							3	3	0	0	0	120	0	43
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	79350	G1_38	1	search	38	1	-11.0945725429	49.1427664909	24.3693720716	9.89778406814	-145.194364258	-12.5643973796	-0.076411867634	0.338461941978	0.167839655459	0.0681692028389	-1.0	-0.0865350211342							8	3	1	1	0	520	0	58
