session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	deep_wells	max_well	cuml_cleared	pit_depth	pit_rows	tetris	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	deep_wells_norm	max_well_norm	cuml_cleared_norm	pit_depth_norm	pit_rows_norm	tetris_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	deep_wells_var	max_well_var	cuml_cleared_var	pit_depth_var	pit_rows_var	tetris_var	lines	l1	l2	l3	l4	score	level	eps	norm_of_weights
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	87496	G1_41	1	search	41	1	-15.997604917	-57.792995402	-0.0	-52.8324101565	-62.055520429	-10.3033581743	0.0	76.3069427473	-5.75552218189	2.01839090055	0.0	17.0103776805	-0.209648091523	-0.757375322889	-0.0	-0.692367014774	-0.813235574572	-0.135025173377	0.0	1.0	-0.0754259307825	0.026450947029	0.0	0.222920445612													9	2	2	1	0	-3920.0	0	65	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	98276	G1_42	1	search	42	1	-17.9260597961	-71.209132389	-0.0	-59.3516983237	-45.3113143401	-7.19477400313	0.0	81.915627959	-4.22969852591	-2.54151452694	0.0	28.0909115771	-0.2188356513	-0.869298498506	-0.0	-0.724546704975	-0.55314615134	-0.0878315186295	0.0	1.0	-0.0516348178156	-0.0310260030993	0.0	0.342924937243													40	5	2	1	7	9320.0	4	142	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	32458	G1_43	1	search	43	1	-17.1196636297	-56.3954221971	-0.0	-46.882957164	-59.2016104063	-4.31306062009	0.0	84.7165454172	-6.48470638078	-7.21897455236	-0.0	32.145996671	-0.202081701342	-0.665695489817	-0.0	-0.553409690316	-0.698819930803	-0.0509116678313	0.0	1.0	-0.0765459255786	-0.0852132781951	-0.0	0.379453582681													1	1	0	0	0	-860.0	0	43	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	98800	G1_44	1	search	44	1	-7.81228930403	-63.4022369823	-0.0	-51.6220563228	-47.7520536305	-8.66723126451	-0.0	80.7880981746	-0.754161078715	-3.44056024061	0.0	27.776029961	-0.0967009928509	-0.78479675119	-0.0	-0.638980957458	-0.591077828411	-0.107283516512	-0.0	1.0	-0.0093350517682	-0.0425874642224	0.0	0.343813390692													4	0	0	0	1	300.0	0	51	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	70892	G1_45	1	search	45	1	-18.9692099958	-54.7471738384	-0.0	-54.1536165972	-45.2100599314	-8.43076725779	0.0	79.567593021	-0.0753204722411	-5.15523256464	0.0	31.9004315362	-0.238403717841	-0.688058690225	-0.0	-0.680598903914	-0.568196902971	-0.105957299168	0.0	1.0	-0.000946622480099	-0.0647906059352	0.0	0.40092241483													9	6	0	1	0	-5760.0	0	66	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	8001	G1_46	1	search	46	1	-21.5968420416	-60.9708673185	-0.0	-58.6972528534	-57.0467086431	-8.93385492982	0.0	77.1210059487	-1.53725784637	-1.34946742131	0.0	24.7781307526	-0.280038386117	-0.790587033565	-0.0	-0.761105902748	-0.73970389703	-0.115842043551	0.0	1.0	-0.0199330626911	-0.0174980526345	0.0	0.321288998346													25	5	1	2	3	-1300.0	2	101	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	45014	G1_47	1	search	47	1	-13.8056250615	-66.8204080428	-0.0	-40.8906639075	-56.2261056292	-9.30816845212	0.0	83.1537677121	-3.57429410407	-1.19944692088	0.0	30.8948681589	-0.166025249864	-0.803576432931	-0.0	-0.491747578403	-0.676170270767	-0.111939226667	0.0	1.0	-0.0429841509581	-0.014424444663	0.0	0.371539005495													18	4	3	0	2	-4980.0	1	88	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	73888	G1_48	1	search	48	1	-16.8785794439	-54.130461206	-0.0	-53.2193320602	-55.9129232102	-14.3474548274	0.0	76.1878460938	-0.94807540936	-4.24430727028	0.0	31.6883849374	-0.221539002731	-0.710486829347	-0.0	-0.698527846485	-0.73388245077	-0.188316845311	0.0	1.0	-0.0124439193122	-0.0557084559793	0.0	0.415924410022													173	49	21	14	10	74180.0	17	475	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	79659	G1_49	1	search	49	1	-14.2435431986	-62.2777836281	-0.0	-54.8148502793	-38.2117243946	-7.56600123853	0.0	80.7075991987	-7.73833543754	-3.03633850047	-0.0	32.0568300708	-0.176483296988	-0.771647084617	-0.0	-0.679178303202	-0.473458816443	-0.0937458345143	0.0	1.0	-0.0958811253756	-0.037621469733	-0.0	0.397197170887													13	5	2	0	1	-5480.0	1	75	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	7942	G1_50	1	search	50	1	-15.8788417343	-67.0447247804	-0.0	-55.5567154007	-59.7166290069	-6.77236230415	0.0	82.3483179474	-3.54643319487	-8.3056384975	0.0	39.1972900336	-0.192825331835	-0.814160221502	-0.0	-0.674655133043	-0.725171205622	-0.0822404448925	0.0	1.0	-0.0430662493572	-0.100859843947	0.0	0.475993815182													14	2	4	0	1	-4440.0	1	77	9
